X1_1,X1_2,X1_3,X1_4,X1_5,X2_1,X2_2,X2_3,X2_4,X2_5
3.60,3.56,3.37,1.98,0.55,-5.61,1.48,1.72,2.68,1.47
1.79,3.48,2.42,1.61,1.96,-9.34,-0.20,-1.73,-2.20,1.51
0.75,0.33,1.64,3.44,-0.42,1.25,0.45,-1.83,1.86,1.32
0.87,1.66,1.83,0.59,1.79,3.84,1.84,2.27,1.89,1.86
1.87,2.08,5.86,2.30,1.14,-2.27,0.45,1.17,0.20,1.08
2.14,4.34,0.64,1.59,1.31,-0.17,0.42,-1.17,-0.08,1.11
0.31,-2.34,0.04,-0.52,-1.32,2.98,-0.85,-5.50,1.80,0.57
2.64,2.26,-3.33,-0.42,1.34,7.83,0.24,1.31,-0.30,1.10
-0.75,-5.22,-0.61,1.15,-2.18,0.21,0.67,-1.30,2.86,2.86
2.17,5.27,1.41,-0.01,3.09,8.78,0.70,0.45,3.56,1.38
2.01,2.13,-1.64,0.25,0.71,-1.33,1.60,0.84,-0.04,1.11
0.57,0.42,1.18,1.55,0.76,4.28,-0.57,0.50,-7.97,-0.40
0.42,0.60,-1.22,0.81,0.03,0.26,1.42,1.35,6.31,2.54
2.39,6.63,0.85,1.01,1.54,2.02,0.14,-2.32,2.54,-0.72
0.61,-1.03,2.27,-0.74,-1.51,-1.70,0.13,-2.32,-1.25,-0.21
0.08,-4.22,1.58,-0.20,-3.78,0.68,0.47,-0.67,1.21,0.47
0.93,0.24,1.45,0.05,1.00,5.07,0.58,1.41,1.82,1.01
0.22,0.74,0.07,0.72,1.65,-11.19,-0.10,1.50,12.15,3.03
0.76,0.31,2.63,1.24,-1.42,9.78,0.21,-1.45,3.83,-0.24
1.07,1.33,0.72,0.94,2.70,3.51,-0.06,-2.66,1.73,1.67
1.01,0.38,3.89,1.47,1.14,-6.08,1.51,1.43,-5.32,-0.07
0.52,-1.72,1.88,0.62,-0.99,1.19,0.51,0.48,-0.48,1.20
-0.21,-3.45,0.65,1.08,-1.30,-1.43,0.94,0.33,-0.23,0.27
1.51,4.03,-0.01,2.00,3.25,-1.65,3.28,8.33,0.75,0.11
1.01,1.63,0.92,0.27,1.67,-1.38,-0.51,-5.02,0.43,1.81
0.50,0.17,0.39,2.06,2.07,4.91,0.95,2.73,0.82,0.17
0.96,1.21,0.81,2.55,1.07,1.50,1.36,3.40,0.85,0.57
1.47,2.08,3.17,1.75,1.59,3.59,1.15,0.69,6.16,2.16
-0.32,-1.84,-0.15,2.75,-0.31,-1.48,0.75,0.04,0.02,0.07
2.09,6.01,1.75,1.02,1.91,10.73,-0.34,-2.13,2.99,1.08
1.28,1.65,0.96,0.66,-0.37,6.66,-0.10,-1.07,2.96,1.06
1.34,2.46,1.85,-1.56,1.81,1.36,0.67,0.07,2.25,0.70
1.46,1.31,2.80,1.61,2.00,8.45,1.85,-0.62,-6.36,-0.31
1.62,2.34,-2.57,0.20,2.15,-1.22,0.86,0.64,-2.26,0.80
1.73,2.15,1.03,0.50,-0.04,12.40,-0.19,-3.55,3.00,2.26
1.98,3.04,-3.41,-0.02,-0.07,1.50,-0.96,0.15,7.08,2.19
0.39,-0.35,3.16,1.38,1.44,-0.18,1.77,0.28,3.75,1.59
0.55,0.57,1.13,1.39,1.83,4.80,0.32,-1.14,2.88,0.10
1.37,2.62,1.63,1.41,2.34,0.23,1.43,2.66,1.41,0.80
0.50,-0.46,2.45,0.81,0.73,2.51,-0.58,-4.79,4.62,-0.76
1.04,0.59,1.42,1.26,0.49,0.48,1.34,0.10,10.52,2.90
0.94,1.22,0.92,0.33,2.41,5.38,0.98,1.22,2.15,1.15
1.70,0.83,3.43,1.24,0.53,-3.71,1.01,1.40,-3.07,0.20
-0.47,-2.16,5.09,2.26,0.15,-0.90,1.59,1.49,-1.12,0.63
1.10,0.09,1.15,1.67,1.34,1.09,1.22,2.22,0.91,2.51
0.38,1.07,2.68,1.54,1.28,7.16,1.33,0.78,-3.51,0.55
-0.43,1.34,-5.17,-0.11,0.13,2.87,1.59,-0.88,14.09,3.69
0.40,-0.25,0.10,0.74,2.05,6.91,0.67,0.75,1.78,2.12
0.88,0.51,0.52,1.64,1.58,-4.01,0.51,-0.21,-0.05,1.76
1.00,0.97,4.54,1.93,1.51,1.14,1.69,2.52,4.57,1.93
-0.02,-0.26,2.15,1.10,1.02,-3.23,0.96,0.95,8.35,2.76
0.87,0.25,-5.79,-0.18,1.06,1.89,0.58,0.56,0.70,1.04
1.52,2.33,2.76,1.24,2.03,7.58,0.53,-1.12,2.59,0.12
1.33,2.08,0.56,1.78,1.34,-5.62,0.72,-0.21,0.11,3.43
0.15,-1.39,2.32,2.03,0.97,2.33,1.01,0.46,1.35,0.26
0.87,-1.33,5.46,2.38,1.49,-1.75,0.99,0.70,-0.88,1.17
0.67,-0.81,1.44,2.37,0.49,-0.08,1.86,3.43,0.37,3.09
1.17,1.21,3.09,0.62,1.31,2.35,1.50,3.56,0.43,0.70
0.26,-0.95,-2.16,0.75,1.06,-4.33,0.96,2.38,4.26,1.47
1.03,1.58,1.05,0.39,1.62,3.73,1.13,2.85,1.14,1.42
1.92,1.39,1.15,1.02,0.06,-3.28,1.87,0.41,7.28,2.40
1.70,2.53,0.77,0.13,0.25,-7.86,0.96,2.50,-1.39,0.61
1.53,1.28,1.94,0.23,1.81,2.76,1.71,1.98,0.70,0.88
-0.39,-0.56,4.30,1.48,0.37,0.58,0.23,-0.43,-2.64,0.37
1.03,0.98,0.14,1.51,-0.83,5.79,1.60,1.03,1.68,0.62
2.78,7.23,1.42,0.46,4.21,-5.29,0.57,-0.14,-1.08,1.29
-0.36,0.60,3.08,1.77,1.25,1.99,1.96,0.61,3.91,1.91
2.63,3.29,2.87,1.48,3.75,6.16,3.79,1.48,3.33,1.56
0.81,1.00,0.05,0.24,1.73,1.28,-0.01,-1.97,1.07,0.78
0.42,0.40,-1.49,0.55,2.61,1.17,2.78,-0.35,-2.01,0.40
-0.68,-5.24,0.46,1.83,-3.66,-3.35,0.79,0.48,0.06,-0.24
-0.55,-2.06,0.83,1.15,1.18,9.41,0.71,0.21,3.05,2.17
2.89,6.91,2.42,0.13,2.34,4.14,0.99,-0.90,1.74,0.84
0.32,-2.03,1.42,0.79,-3.09,-0.09,1.55,2.98,2.53,0.54
1.39,2.47,3.79,1.67,0.58,7.00,1.56,2.15,3.70,1.70
-0.09,0.61,1.59,1.27,-0.85,8.88,1.32,1.75,1.72,1.10
1.45,1.35,-1.74,0.30,0.98,1.31,1.36,0.61,6.76,2.24
3.35,4.16,-6.17,-0.72,0.99,1.45,3.05,1.24,7.45,2.62
2.73,7.90,3.27,0.44,6.29,9.08,1.30,1.37,0.66,1.86
2.21,2.68,2.87,1.13,1.06,-1.31,0.60,1.27,-0.27,0.86
0.39,1.76,1.94,1.16,2.01,1.97,2.04,0.43,-7.48,-0.67
-0.80,-4.51,0.22,-0.68,0.38,2.40,1.26,2.46,0.17,2.77
2.89,4.95,2.04,0.83,2.49,-7.59,2.27,1.41,2.88,1.52
1.54,3.88,1.03,0.01,2.86,-2.91,1.09,1.23,0.98,1.60
2.85,2.67,-4.52,-0.38,1.80,0.96,0.89,1.74,3.76,1.81
0.98,-0.77,9.76,3.16,2.07,4.57,0.13,2.71,-4.65,-0.02
-0.75,-3.54,0.74,-0.20,1.17,6.27,1.78,3.46,2.70,2.04
0.13,0.97,5.88,2.24,0.67,3.50,1.37,3.19,12.75,3.33
0.19,-1.91,-1.25,1.86,-1.50,0.84,0.70,-1.38,1.48,0.01
1.85,5.14,2.55,1.16,2.49,-5.33,1.03,0.87,-0.34,0.25
-0.00,-0.70,2.92,1.54,1.63,3.58,2.27,0.33,5.33,1.99
0.45,0.25,2.74,1.46,1.16,5.46,0.48,0.85,-2.07,0.64
0.86,0.47,-0.94,0.41,0.77,8.37,1.52,0.77,10.20,2.92
0.93,2.16,5.77,1.78,0.38,3.85,1.56,0.70,-7.85,-0.69
1.67,3.24,0.57,0.66,2.85,3.93,2.27,5.05,0.90,2.64
2.19,1.20,-0.18,0.55,2.02,8.17,1.54,3.45,-5.49,-0.15
1.36,0.81,2.73,1.16,0.69,4.67,1.59,1.14,-3.80,0.30
2.86,5.80,-0.25,-0.44,1.35,1.24,-0.61,-3.62,1.40,0.10
1.23,1.71,0.85,1.80,1.58,10.82,1.10,3.01,4.14,1.20
1.01,0.15,3.44,1.59,-0.09,1.92,-0.41,-3.63,2.33,-0.13
2.89,1.40,3.09,2.03,1.54,12.29,0.45,0.29,1.43,1.04
0.43,-0.54,1.64,0.64,0.66,3.64,0.69,1.25,2.31,1.82
1.76,1.72,-2.43,-0.03,0.83,2.21,1.73,1.73,-6.49,-0.13
-0.13,-2.24,0.72,1.65,-1.07,-6.07,0.36,-1.76,0.58,-2.17
0.23,-1.89,-0.07,1.11,0.45,1.87,1.95,0.99,0.87,0.97
0.31,-0.53,-6.89,-0.29,1.68,-6.57,1.80,2.19,2.72,1.65
1.44,1.45,-5.96,-0.40,1.43,-6.07,1.86,3.44,-0.99,1.01
1.08,0.82,0.49,0.86,-0.74,6.94,2.02,1.71,2.26,1.65
0.00,-4.35,1.23,1.24,-1.96,-1.08,-0.14,-2.24,-0.53,-0.09
2.15,4.73,1.94,1.03,0.73,2.79,0.92,0.41,-0.33,0.92
0.63,0.89,-0.65,-0.62,2.10,3.79,0.27,-0.13,1.21,-0.27
-0.13,-1.89,-0.55,-0.06,0.52,-0.67,1.05,1.02,1.64,1.42
-0.59,-5.72,-0.62,0.49,-1.00,-4.45,1.07,-1.55,0.15,1.39
2.10,1.56,1.31,1.33,0.47,6.08,-0.19,0.66,0.39,1.15
0.94,1.14,1.17,0.15,1.47,-5.64,2.12,4.39,-1.12,1.31
1.45,1.91,-0.21,1.08,2.30,-4.13,1.03,0.07,0.62,1.31
1.20,0.90,2.92,-0.16,1.39,-3.20,2.63,6.33,0.58,1.11
-0.44,0.13,-4.19,0.23,-0.26,-3.52,3.12,3.37,1.75,1.37
3.28,3.94,-0.04,1.07,0.28,9.25,1.17,1.50,-4.40,-0.05
1.45,1.09,0.87,0.94,1.43,3.46,2.10,-0.68,3.73,1.42
1.84,2.71,0.53,0.51,3.11,2.05,0.42,-0.50,0.71,3.24
0.77,1.14,-1.86,-0.05,0.17,-0.40,-0.73,2.01,9.08,2.68
1.34,2.34,0.11,0.54,-0.47,-1.55,1.29,1.48,-1.04,0.84
2.66,4.18,2.11,1.92,-0.21,2.76,2.45,5.97,2.07,-1.59
0.51,0.00,-3.74,0.20,1.10,3.16,0.80,0.47,1.64,1.26
1.27,2.53,5.27,1.99,2.26,-0.86,-0.22,1.09,-1.60,0.91
0.53,0.32,0.59,1.31,1.52,-2.02,-0.48,-3.56,0.30,0.67
0.80,1.19,1.93,1.07,2.46,2.05,0.45,-1.12,1.25,0.96
0.52,-1.45,-4.00,-0.07,0.24,-10.41,1.54,0.56,-0.39,0.90
1.81,1.58,0.79,2.59,-1.01,1.44,1.71,2.64,0.90,-1.01
0.31,-1.59,-0.47,1.06,0.45,3.96,2.24,5.11,2.89,2.13
0.13,-1.92,2.95,1.42,0.29,-0.65,-0.27,-3.81,1.54,2.03
-1.16,-5.78,2.29,0.95,-0.96,4.15,-1.02,-5.53,1.04,1.25
2.17,3.86,0.45,1.66,1.40,1.51,0.98,2.24,1.95,-0.59
1.38,2.79,1.27,0.88,2.47,-4.84,0.30,-2.38,-0.98,0.35
1.28,1.37,1.28,1.36,0.18,9.05,0.46,-0.60,4.09,1.19
1.09,1.70,1.15,0.99,1.19,-8.90,0.78,1.73,9.80,2.65
0.29,0.66,0.24,0.02,2.40,-1.43,-0.08,-2.75,1.73,2.44
-0.10,0.73,-0.58,1.03,0.40,4.52,1.29,-0.04,0.30,1.09
0.57,-1.46,-1.48,1.07,1.73,-4.97,0.75,0.55,-7.60,-0.16
1.75,3.23,-0.60,2.49,0.91,3.15,1.85,5.30,1.39,1.58
2.20,2.30,1.79,1.28,1.45,-3.82,1.06,2.41,-7.58,-0.38
0.84,0.28,-2.95,0.10,1.28,-5.09,0.94,0.33,9.07,2.83
1.96,5.10,0.24,1.09,1.15,-0.24,1.19,1.84,1.11,-0.03
1.71,2.77,3.12,2.65,0.03,1.42,-0.20,-3.21,0.92,-1.39
0.64,0.34,7.34,2.17,0.28,-2.97,-0.13,2.16,-3.96,0.16
-0.31,0.31,3.36,1.43,0.89,9.89,3.15,-0.41,-2.92,0.54
1.19,2.49,-6.32,-0.86,0.90,-4.41,1.81,1.55,-4.10,0.06
0.24,0.99,-0.68,0.60,1.58,3.44,0.26,0.95,3.67,1.94
-0.54,-0.63,1.80,3.37,2.31,0.64,1.98,5.47,3.43,1.11
-0.16,-2.59,-0.09,3.09,-0.57,11.34,0.83,-0.67,3.05,0.80
0.71,1.58,3.55,1.66,3.28,2.61,0.49,0.83,4.37,1.51
1.63,3.58,0.06,2.09,3.36,-5.02,1.21,3.39,0.23,1.23
0.91,1.09,1.82,0.17,1.19,4.01,0.91,1.05,1.15,0.23
0.67,0.68,0.57,1.13,0.91,-0.54,0.98,0.35,6.13,2.13
3.75,3.11,1.83,1.42,1.59,1.35,1.81,1.94,8.08,2.75
1.72,2.75,-2.90,0.44,0.17,-2.23,3.00,2.62,2.66,1.59
1.84,4.78,0.50,1.49,2.79,-4.46,1.54,1.14,-1.12,2.31
2.13,4.07,0.23,-0.13,1.93,1.86,-0.07,-1.37,1.26,0.99
-1.03,-6.33,0.09,1.94,-1.91,-5.07,1.00,2.13,-0.07,1.21
-0.52,-2.83,0.57,1.06,0.72,-7.68,0.94,0.53,-0.42,0.72
1.15,0.12,-0.12,0.85,0.49,-2.78,0.43,0.51,-8.17,-0.81
-0.26,1.15,1.50,1.05,0.75,9.51,3.30,0.99,-1.66,0.46
2.27,5.81,0.39,1.30,2.59,-0.86,1.88,4.35,-0.95,0.56
1.36,0.68,-0.66,-0.61,0.36,-2.76,-0.38,-2.97,-1.69,2.33
0.53,1.35,7.00,2.42,0.44,-1.63,0.50,1.06,1.73,1.43
2.65,6.27,1.47,1.64,0.95,5.60,2.18,3.12,2.59,1.79
-0.39,-3.26,0.41,2.71,0.26,6.97,2.17,4.31,1.42,-0.70
0.99,2.14,-2.58,0.06,0.69,1.22,0.34,-0.06,2.41,1.18
0.16,2.12,1.45,1.27,0.76,-4.89,0.45,0.76,-3.72,0.43
2.06,4.26,1.39,1.77,3.44,0.64,2.20,3.47,0.86,2.06
0.88,0.35,6.43,2.57,1.73,-7.42,1.61,0.65,-9.97,-1.16
1.85,2.84,-0.24,0.85,-0.42,0.58,0.44,0.80,-7.39,-0.75
0.43,-0.04,-1.17,0.64,1.33,3.01,0.58,0.26,6.38,2.33
0.57,-0.66,1.75,2.23,-0.47,5.60,-0.10,-3.18,2.02,0.45
0.55,1.69,2.80,1.77,0.71,-0.11,1.02,0.68,0.00,1.07
0.62,0.46,1.15,1.51,2.71,-1.68,0.82,-0.86,-0.51,0.92
2.65,2.92,3.48,1.78,0.10,2.46,1.95,1.98,0.27,1.25
-0.07,1.46,5.47,2.34,3.00,8.11,1.48,1.60,5.59,2.05
0.68,0.49,0.24,1.79,0.81,-1.66,0.80,-0.12,0.34,1.42
1.87,5.24,3.55,1.22,4.49,2.41,1.24,2.98,1.61,2.83
-1.62,-8.06,0.17,0.71,-1.67,-2.89,0.92,1.05,1.60,-0.85
2.59,4.73,-0.11,1.52,0.92,-9.40,-0.70,-4.62,-0.49,0.99
1.04,0.34,4.43,2.09,0.83,-0.89,0.83,2.39,3.22,1.57
3.34,7.71,3.31,1.99,3.21,1.43,0.81,2.67,-0.57,2.43
0.30,-1.30,1.11,2.48,-1.09,9.52,0.22,-2.03,3.05,0.05
-1.23,-5.36,0.96,0.98,-1.16,0.70,1.84,5.57,-0.40,0.78
0.74,-0.10,1.15,1.45,-0.03,0.68,-0.52,-3.41,-0.93,2.31
1.17,1.37,0.99,1.02,1.22,-0.32,2.44,5.91,2.51,-0.46
1.50,1.62,4.39,1.61,1.63,2.37,0.19,0.17,0.11,1.25
1.27,1.65,0.67,1.38,0.39,5.30,-0.22,-3.38,2.19,3.01
2.43,1.89,-4.28,-0.14,3.45,-7.01,1.52,1.02,9.73,2.63
-0.90,-1.74,3.77,2.18,0.56,1.68,0.36,0.66,3.20,1.70
0.69,0.82,10.44,3.38,-0.86,-4.22,0.89,0.05,3.30,1.58
-1.00,0.72,2.90,1.75,2.29,-6.69,0.40,2.09,-6.85,-0.67
2.26,1.96,-1.85,0.72,1.02,-2.85,3.86,1.65,3.19,1.62
1.70,2.67,-0.81,1.54,3.04,7.04,1.52,5.02,1.56,-0.81
2.66,7.32,-0.19,2.06,2.63,0.20,-0.64,-3.20,0.77,3.60
0.64,0.72,-1.49,0.70,1.76,0.32,1.21,2.41,2.21,1.35
2.34,2.71,2.92,1.83,0.80,2.13,1.56,1.10,-1.31,0.63
0.32,-0.42,5.77,2.55,2.34,-7.16,1.86,-0.47,3.05,1.52
2.61,4.87,-4.83,-0.61,0.87,0.33,1.44,3.68,1.42,1.23
0.87,1.84,-6.11,-0.78,0.72,6.29,0.90,0.96,8.43,2.14
-0.12,-4.35,0.21,0.14,-2.89,-9.83,1.04,1.41,-1.01,1.80
2.13,3.62,1.81,0.75,1.41,-1.06,0.66,-0.76,2.41,2.28
1.91,2.85,3.27,1.44,0.01,4.92,1.56,1.32,-3.39,0.36
2.30,5.51,0.24,1.57,1.74,-7.01,0.50,0.54,-0.01,1.05
1.96,0.17,2.52,1.52,0.35,2.07,-0.03,-0.29,3.05,1.33
-0.31,-0.64,1.12,0.74,2.98,-3.62,0.46,-0.54,1.30,1.12
2.61,4.42,0.99,0.55,1.00,-4.93,0.45,-0.94,-1.32,-0.68
0.79,0.67,3.65,1.70,1.85,-0.47,0.55,0.78,2.19,1.63
-0.16,-3.65,0.20,1.09,-0.36,3.18,1.08,-0.70,2.36,3.10
0.66,-0.78,0.76,-0.14,0.36,6.81,2.35,3.82,2.72,1.67
2.65,5.38,1.51,0.96,1.42,2.33,0.81,0.86,2.13,1.57
1.52,1.79,0.37,0.99,-0.17,8.90,1.23,1.06,2.31,2.06
-0.19,-3.16,1.42,1.52,-1.95,-2.29,0.19,-2.66,-0.38,1.10
0.77,0.84,2.77,1.34,1.40,-1.74,2.84,5.58,0.03,2.19
-0.70,-1.17,2.44,1.37,1.83,-2.91,2.61,1.10,1.42,1.10
1.59,2.58,2.51,2.58,0.70,12.14,0.53,0.76,3.90,1.26
0.65,-0.87,0.07,0.51,0.17,0.61,2.71,5.88,0.08,0.44
2.01,3.94,1.01,1.86,-0.54,-1.43,-0.94,-4.61,-0.55,2.24
0.46,2.08,0.08,0.92,0.63,2.33,1.22,1.24,-3.13,0.38
0.48,0.36,0.23,1.39,1.60,10.16,1.61,2.67,0.61,1.29
0.69,1.15,0.36,0.83,-0.12,0.94,0.75,0.84,6.30,2.11
0.58,-0.06,1.15,1.22,0.80,-6.85,2.09,1.70,-5.11,-0.23
1.05,-0.19,2.19,-0.94,-2.82,3.13,2.80,7.81,3.08,0.92
1.67,1.96,-4.25,-0.22,0.49,3.70,2.05,2.14,1.54,0.98
0.99,0.84,4.07,1.70,-0.44,10.60,-0.08,1.95,4.07,1.81
0.79,0.03,-1.92,0.28,1.61,5.98,1.29,1.56,-0.20,1.09
0.71,-0.86,2.35,1.04,-0.75,4.68,1.00,1.78,3.76,1.66
2.28,2.43,5.59,2.02,3.33,4.44,2.42,1.92,-0.22,0.89
1.97,2.43,4.06,1.80,1.43,-4.76,0.58,0.62,2.38,1.48
0.09,-1.57,1.69,1.07,1.19,5.89,1.44,2.64,2.81,-0.26
0.45,0.12,4.58,2.51,1.22,0.80,2.05,2.19,2.29,1.51
-0.15,-3.32,-0.42,2.99,0.32,7.59,-0.09,-2.96,2.28,1.15
2.83,3.30,2.38,1.36,3.29,11.29,0.17,1.00,4.62,1.61
0.94,2.37,3.21,1.73,1.34,4.49,2.31,1.78,-2.62,0.47
0.92,1.73,-6.58,-0.80,0.25,-3.57,1.17,0.82,4.69,1.82
1.07,0.92,1.02,0.16,-0.59,5.20,0.63,-1.13,2.20,2.05
0.99,0.35,-0.67,0.67,0.51,-2.16,0.35,0.39,3.31,1.61
1.13,1.30,-2.90,-0.20,2.94,0.31,1.12,1.23,5.74,2.42
-1.15,-4.83,1.45,0.72,-1.71,-8.36,-1.01,-4.13,0.36,1.85
1.15,1.16,-0.42,0.98,1.09,4.93,1.58,0.20,-2.40,0.28
0.90,0.13,1.03,0.29,0.70,-1.54,2.18,2.88,-0.53,1.35
1.36,1.11,-1.41,0.94,0.66,-8.16,0.97,2.07,-5.78,-0.16
0.30,-1.51,1.09,0.25,0.37,0.19,0.63,-1.50,0.30,0.45
1.10,1.83,5.20,1.91,1.68,3.24,0.63,2.55,-0.38,0.68
1.27,1.81,2.33,1.23,2.18,-0.82,0.56,0.65,-6.94,-0.21
2.93,6.91,2.81,1.30,4.06,11.04,1.57,1.89,1.79,0.16
1.57,1.69,0.42,1.32,0.48,-6.16,1.84,3.89,-0.71,1.29
2.16,5.52,1.18,-0.58,2.74,-6.38,0.09,-0.53,0.48,1.76
1.68,3.77,1.72,2.19,3.67,0.75,2.20,4.01,1.56,1.04
1.91,4.73,0.22,1.88,1.90,9.42,1.96,4.66,1.31,1.26
-0.72,-5.09,0.22,0.61,-1.67,3.02,1.31,1.54,1.77,1.88
-0.74,0.07,-5.53,-0.22,1.95,5.61,1.48,-0.28,9.29,2.81
1.04,2.05,0.54,1.45,1.58,-5.79,0.44,-2.55,-0.22,0.22
2.92,2.70,-3.68,-0.18,1.82,-0.37,1.56,1.41,4.48,1.92
0.89,1.91,5.22,2.11,0.43,4.20,-0.95,0.04,0.17,0.95
-0.06,-2.39,1.17,0.45,0.29,2.69,-0.15,-2.71,1.04,0.06
3.29,6.22,1.66,2.48,1.59,0.31,1.02,1.87,-0.45,2.55
0.66,-1.37,-0.29,1.79,-0.13,8.55,0.51,-0.95,2.52,2.77
3.57,3.17,3.19,1.50,1.81,-10.51,3.72,1.02,4.30,1.73
1.91,1.39,1.20,1.02,0.60,1.44,0.07,-0.17,7.35,2.66
-0.87,-0.50,-6.20,-0.64,1.70,-1.64,1.35,-0.18,3.20,1.75
0.63,-1.10,0.03,0.78,-0.27,0.72,1.34,2.47,-0.08,3.22
1.87,1.89,1.83,1.56,1.75,-8.18,1.31,1.62,2.76,1.64
0.02,-1.06,2.11,2.38,1.20,-1.63,1.72,3.36,3.54,-2.41
1.03,1.59,2.41,0.19,0.96,-3.78,1.01,2.06,0.54,0.04
-0.16,-1.52,2.18,1.25,1.52,6.64,0.57,-1.32,3.16,1.38
1.70,1.94,2.67,0.99,0.54,8.69,2.96,8.03,1.13,1.80
2.00,3.92,-0.92,-0.18,1.05,6.06,0.92,2.74,1.26,2.21
0.23,1.12,-4.53,-0.31,0.97,11.05,1.74,1.48,0.97,1.26
0.96,1.81,6.26,2.27,1.94,2.10,2.09,1.16,7.65,2.23
-0.05,-1.91,0.63,1.20,0.71,0.62,0.52,0.44,0.27,2.46
1.30,3.27,0.58,1.85,1.75,5.11,1.02,1.25,2.70,1.01
1.20,-0.59,0.06,0.67,0.47,7.99,0.04,0.94,0.93,0.47
1.45,1.67,1.97,0.07,1.21,5.99,2.65,4.41,3.71,2.39
0.79,0.38,7.85,2.64,0.03,0.54,0.89,1.71,8.31,2.23
1.96,2.65,2.77,1.73,1.44,1.85,0.73,0.96,2.97,1.76
0.45,-0.09,4.51,1.73,1.19,-5.22,0.42,0.51,4.73,1.76
1.86,2.73,0.89,0.97,0.12,-1.73,1.44,1.91,-0.00,0.83
3.01,6.77,0.71,0.97,3.50,3.60,2.66,5.57,1.12,1.16
2.75,1.71,-0.45,0.25,1.37,-0.33,2.93,2.28,-3.77,-0.25
0.41,-0.65,0.40,0.79,-1.11,-2.68,1.60,3.17,1.49,0.28
1.06,1.62,4.86,2.28,0.38,16.87,1.53,1.35,2.86,1.41
1.35,1.71,9.73,3.10,1.27,4.36,3.43,0.02,5.44,2.11
-0.19,0.64,6.87,2.45,-0.62,4.34,1.91,0.18,-2.07,0.51
0.83,-0.63,0.52,2.03,-2.52,-0.00,0.24,0.02,-0.62,0.93
0.92,1.53,-2.03,0.26,1.13,7.86,1.70,1.15,-8.10,-0.60
1.25,1.90,0.22,1.10,-0.06,6.76,0.50,1.07,2.55,1.53
-0.88,-4.52,2.13,0.81,-1.04,-1.77,-0.36,-2.43,-1.94,0.70
0.08,0.99,2.55,1.14,1.09,2.25,0.56,1.12,1.75,1.09
1.62,2.19,-0.21,1.54,1.30,-3.22,0.26,-1.36,-0.61,2.06
0.62,1.61,1.34,0.73,2.34,-4.09,0.60,0.86,-5.90,-0.18
0.26,-0.32,-0.35,0.40,1.36,8.31,1.99,1.36,-1.41,0.76
0.89,1.13,-0.19,1.15,-0.68,-3.51,-0.29,0.36,2.74,1.33
0.41,-0.04,1.80,1.15,1.95,-1.52,-0.06,2.42,4.14,1.89
2.39,3.09,-1.23,2.33,-0.73,1.47,1.55,2.09,1.14,2.21
2.47,2.01,-7.19,-1.15,2.49,-1.00,0.51,1.99,-2.97,0.64
0.00,-2.80,0.35,0.71,-0.92,-1.90,0.43,-1.22,0.05,1.45
3.08,6.32,-0.77,-0.34,1.73,-3.30,3.22,7.42,0.82,0.96
1.46,-0.20,2.60,1.03,3.08,-5.23,2.00,0.49,-4.20,0.22
1.01,0.04,1.40,0.67,0.79,15.99,0.35,-1.43,2.38,1.08
1.19,0.92,0.66,-0.07,2.82,1.93,0.24,-1.61,0.90,0.53
0.33,0.40,0.92,0.95,1.21,-10.89,2.22,3.70,-1.96,-0.17
0.99,1.45,0.74,3.17,2.83,7.79,0.84,-0.41,3.70,-0.15
2.37,1.01,9.09,3.18,-1.41,5.23,2.13,1.35,0.72,1.07
1.66,1.93,4.46,2.02,1.11,2.48,0.47,0.22,1.86,1.18
-0.11,-1.52,-0.80,0.45,1.78,4.38,1.87,1.80,-4.81,-0.09
1.32,1.70,0.75,0.93,1.04,6.50,2.80,5.82,3.16,1.63
3.15,4.43,-5.99,-0.36,0.32,2.99,2.54,0.94,5.70,1.95
0.82,1.51,12.25,3.92,2.22,1.24,0.07,0.28,-3.04,0.39
1.07,1.84,-1.71,3.22,0.29,-1.06,0.39,-0.65,1.08,0.47
1.24,1.83,1.01,2.08,1.33,3.83,2.39,5.40,0.87,1.19
1.92,0.98,-10.34,-2.05,2.56,-8.11,1.97,1.15,5.31,1.75
0.81,-0.97,2.40,1.31,0.08,10.16,4.11,9.61,2.79,1.37
0.04,-0.33,-4.82,-0.25,1.01,4.35,1.50,1.40,-4.66,-0.05
1.27,0.92,-4.43,-0.08,-0.51,-1.15,0.82,0.06,-5.97,-0.37
1.27,1.13,1.15,0.21,0.59,-5.54,0.47,-2.58,-0.15,2.91
1.46,2.69,5.36,1.74,1.12,-0.46,-1.26,-0.16,0.29,0.95
0.52,1.30,6.35,2.21,-0.87,1.63,1.14,0.86,6.55,1.98
1.40,2.97,-1.08,0.30,0.70,-13.10,1.12,0.21,-2.75,0.47
1.56,1.51,1.85,1.18,3.09,-5.53,1.12,0.80,2.10,1.79
1.07,2.79,4.50,1.97,1.80,5.11,1.79,0.38,4.04,1.92
-0.19,-0.58,-0.43,0.98,2.64,4.62,0.29,1.64,6.04,2.10
1.14,0.06,2.30,1.16,0.78,5.73,1.74,-0.43,-3.59,-0.01
-0.44,-2.65,0.46,0.54,-1.37,3.86,1.87,2.61,2.31,1.59
0.62,0.76,0.94,0.52,1.21,-0.63,1.06,-1.35,-1.15,0.94
1.43,2.04,-1.90,0.74,3.30,-7.02,1.35,2.03,3.85,1.98
-0.83,-0.08,-3.79,0.04,0.45,9.92,0.41,-1.08,0.78,0.76
